objectid,parentid,title,description,archival_call_number,archival_collection,finding_aid_ark,source,contributing_institution_valueURI,language,subject,topical_subject_fast_valueURI,geographic_subject_fast,geographic_subject_fast_valueURI,geographic_subject_local,location,latitude,longitude,personal_name_subject,personal_name_subject_valueURI,corporate_name_subject,corporate_name_subject_valueURI,extent,rights,rightsstatement,date,ark,date_created,date_modified,digital_collection,digital_collection_ark,digital_origin,pid,local_id,type,dcmi_type_valueURI,type_of_resource,imt_type,filename,identifier,format,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,object_ocr,pdf_download,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks056,iowastateparks055,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,26-05-06_extensionla_0003-005-043-01.jpg,26-05-06_extensionla_0003-005-043-01,image/jpeg,image,/objects/26-05-06_extensionla_0003-005-043-01.jpg,/objects/small/26-05-06_extensionla_0003-005-043-01_sm.jpg,/objects/thumbs/26-05-06_extensionla_0003-005-043-01_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,,,,,26-05-06_ExtensionLA_0003-005-043-01.tif,,,,2017-07-17,2023-12-13,,,,,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,,,,,,,,,,,,,reformatted digital
iowastateparks057,iowastateparks055,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,26-05-06_extensionla_0003-005-043-02.jpg,26-05-06_extensionla_0003-005-043-02,image/jpeg,image,/objects/26-05-06_extensionla_0003-005-043-02.jpg,/objects/small/26-05-06_extensionla_0003-005-043-02_sm.jpg,/objects/thumbs/26-05-06_extensionla_0003-005-043-02_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,,,,,26-05-06_ExtensionLA_0003-005-043-02.tif,,,,2017-07-17,2023-12-13,,,,,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,,,,,,,,,,,,,reformatted digital
iowastateparks058,iowastateparks055,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,26-05-06_extensionla_0003-005-043-03.jpg,26-05-06_extensionla_0003-005-043-03,image/jpeg,image,/objects/26-05-06_extensionla_0003-005-043-03.jpg,/objects/small/26-05-06_extensionla_0003-005-043-03_sm.jpg,/objects/thumbs/26-05-06_extensionla_0003-005-043-03_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,,,,,26-05-06_ExtensionLA_0003-005-043-03.tif,,,,2017-07-17,2023-12-13,,,,,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,,,,,,,,,,,,,reformatted digital
iowastateparks059,iowastateparks055,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,26-05-06_extensionla_0003-005-043-04.jpg,26-05-06_extensionla_0003-005-043-04,image/jpeg,image,/objects/26-05-06_extensionla_0003-005-043-04.jpg,/objects/small/26-05-06_extensionla_0003-005-043-04_sm.jpg,/objects/thumbs/26-05-06_extensionla_0003-005-043-04_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,,,,,26-05-06_ExtensionLA_0003-005-043-04.tif,,,,2017-07-17,2023-12-13,,,,,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,,,,,,,,,,,,,reformatted digital
iowastateparks060,iowastateparks055,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,26-05-06_extensionla_0003-005-043-05.jpg,26-05-06_extensionla_0003-005-043-05,image/jpeg,image,/objects/26-05-06_extensionla_0003-005-043-05.jpg,/objects/small/26-05-06_extensionla_0003-005-043-05_sm.jpg,/objects/thumbs/26-05-06_extensionla_0003-005-043-05_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,,,,,26-05-06_ExtensionLA_0003-005-043-05.tif,,,,2017-07-17,2023-12-13,,,,,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,,,,,,,,,,,,,reformatted digital
iowastateparks061,,Backbone State Park,Black and white photograph showing a river in Backbone State Park.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,Rivers,http://id.worldcat.org/fast/1098312,Iowa--Delaware County,http://id.worldcat.org/fast/1212219,Iowa--Backbone State Park,Backbone State Park,42.60089808,-91.53276676,,,,,1 photograph,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,https://n2t.net/ark:/87292/w9qg8p,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_63,IowaStateParks_63,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,,image/jpeg,multiple,,/objects/small/26-05-06_extensionla_0005-025-001a_sm.jpg,/objects/thumbs/26-05-06_extensionla_0005-025-001a_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks062,iowastateparks061,Page 1,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_61,IowaStateParks_61,,,,image/tiff,26-05-06_extensionla_0005-025-001a.jpg,26-05-06_extensionla_0005-025-001a,image/jpeg,image,/objects/26-05-06_extensionla_0005-025-001a.jpg,/objects/small/26-05-06_extensionla_0005-025-001a_sm.jpg,/objects/thumbs/26-05-06_extensionla_0005-025-001a_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks063,iowastateparks061,Page 2,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_62,IowaStateParks_62,,,,image/tiff,26-05-06_extensionla_0005-025-001b.jpg,26-05-06_extensionla_0005-025-001b,image/jpeg,image,/objects/26-05-06_extensionla_0005-025-001b.jpg,/objects/small/26-05-06_extensionla_0005-025-001b_sm.jpg,/objects/thumbs/26-05-06_extensionla_0005-025-001b_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks064,,Custodian's lodge in Ledges State Park,A black and white photograph showing the custodian's Lodge found in Ledges State Park.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,Lodging-houses,http://id.worldcat.org/fast/1001859,Iowa--Boone County,http://id.worldcat.org/fast/1212206,Iowa--Ledges State Park,Ledges State Park,41.99183862,-93.87440815,,,,,1 photograph,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,https://n2t.net/ark:/87292/w9kp6r,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_66,IowaStateParks_66,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,,image/jpeg,multiple,,/objects/small/26-05-06_extensionla_0005-025-002a_sm.jpg,/objects/thumbs/26-05-06_extensionla_0005-025-002a_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks065,iowastateparks064,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_64,IowaStateParks_64,,,,image/tiff,26-05-06_extensionla_0005-025-002a.jpg,26-05-06_extensionla_0005-025-002a,image/jpeg,image,/objects/26-05-06_extensionla_0005-025-002a.jpg,/objects/small/26-05-06_extensionla_0005-025-002a_sm.jpg,/objects/thumbs/26-05-06_extensionla_0005-025-002a_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks066,iowastateparks064,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_65,IowaStateParks_65,,,,image/tiff,26-05-06_extensionla_0005-025-002b.jpg,26-05-06_extensionla_0005-025-002b,image/jpeg,image,/objects/26-05-06_extensionla_0005-025-002b.jpg,/objects/small/26-05-06_extensionla_0005-025-002b_sm.jpg,/objects/thumbs/26-05-06_extensionla_0005-025-002b_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks067,,The narrow point on Backbone State Park,Black and white photograph showing a person standing at the narrow point in Backbone State Park.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Delaware County,http://id.worldcat.org/fast/1212219,Iowa--Backbone State Park,Backbone State Park,42.60089808,-91.53276676,,,,,1 photograph,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,https://n2t.net/ark:/87292/w9g03s,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_69,IowaStateParks_69,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,,image/jpeg,multiple,,/objects/small/26-05-06_landarchext_0003-005-001a_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-001a_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks068,iowastateparks067,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_67,IowaStateParks_67,,,,image/tiff,26-05-06_landarchext_0003-005-001a.jpg,26-05-06_landarchext_0003-005-001a,image/jpeg,image,/objects/26-05-06_landarchext_0003-005-001a.jpg,/objects/small/26-05-06_landarchext_0003-005-001a_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-001a_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks069,iowastateparks067,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_68,IowaStateParks_68,,,,image/tiff,26-05-06_landarchext_0003-005-001b.jpg,26-05-06_landarchext_0003-005-001b,image/jpeg,image,/objects/26-05-06_landarchext_0003-005-001b.jpg,/objects/small/26-05-06_landarchext_0003-005-001b_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-001b_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks070,,Photograph of Backbone State Park at the turn of the Maquoketa River,Black and white photograph of Backbone State Park at the turn of the Maquoketa River.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Delaware County,http://id.worldcat.org/fast/1212219,Iowa--Backbone State Park,Backbone State Park,42.60089808,-91.53276676,,,,,1 photograph,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1919,https://n2t.net/ark:/87292/w9b627,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_72,IowaStateParks_72,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,,image/jpeg,multiple,,/objects/small/26-05-06_landarchext_0003-005-003a_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-003a_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks071,iowastateparks070,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_70,IowaStateParks_70,,,,image/tiff,26-05-06_landarchext_0003-005-003a.jpg,26-05-06_landarchext_0003-005-003a,image/jpeg,image,/objects/26-05-06_landarchext_0003-005-003a.jpg,/objects/small/26-05-06_landarchext_0003-005-003a_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-003a_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks072,iowastateparks070,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_71,IowaStateParks_71,,,,image/tiff,26-05-06_landarchext_0003-005-003b.jpg,26-05-06_landarchext_0003-005-003b,image/jpeg,image,/objects/26-05-06_landarchext_0003-005-003b.jpg,/objects/small/26-05-06_landarchext_0003-005-003b_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-003b_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks073,,View of Reibowermere Meadow in Backbone State Park,Elevated view of Reibowermere Meadow in Backbone State Park.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Delaware County,http://id.worldcat.org/fast/1212219,Iowa--Backbone State Park,Backbone State Park,42.60089808,-91.53276676,,,,,1 item,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1919,https://n2t.net/ark:/87292/w96g7n,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_75,IowaStateParks_75,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,,image/jpeg,multiple,,/objects/small/26-05-06_landarchext_0003-005-004a_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-004a_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks074,iowastateparks073,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_73,IowaStateParks_73,,,,image/tiff,26-05-06_landarchext_0003-005-004a.jpg,26-05-06_landarchext_0003-005-004a,image/jpeg,image,/objects/26-05-06_landarchext_0003-005-004a.jpg,/objects/small/26-05-06_landarchext_0003-005-004a_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-004a_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks075,iowastateparks073,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_74,IowaStateParks_74,,,,image/tiff,26-05-06_landarchext_0003-005-004b.jpg,26-05-06_landarchext_0003-005-004b,image/jpeg,image,/objects/26-05-06_landarchext_0003-005-004b.jpg,/objects/small/26-05-06_landarchext_0003-005-004b_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-004b_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks076,,Backbone State Park,Raised view of Backbone State Park.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Delaware County,http://id.worldcat.org/fast/1212219,Iowa--Backbone State Park,Backbone State Park,42.60089808,-91.53276676,,,,,1 item,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1919,https://n2t.net/ark:/87292/w92s5r,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_78,IowaStateParks_78,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,,image/jpeg,multiple,,/objects/small/26-05-06_landarchext_0003-005-005a_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-005a_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks077,iowastateparks076,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_76,IowaStateParks_76,,,,image/tiff,26-05-06_landarchext_0003-005-005a.jpg,26-05-06_landarchext_0003-005-005a,image/jpeg,image,/objects/26-05-06_landarchext_0003-005-005a.jpg,/objects/small/26-05-06_landarchext_0003-005-005a_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-005a_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks078,iowastateparks076,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_77,IowaStateParks_77,,,,image/tiff,26-05-06_landarchext_0003-005-005b.jpg,26-05-06_landarchext_0003-005-005b,image/jpeg,image,/objects/26-05-06_landarchext_0003-005-005b.jpg,/objects/small/26-05-06_landarchext_0003-005-005b_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-005b_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks079,,John R. Fitzsimmons,"Black and white photograph of John R. Fitzsimmons, a Landscape Architect for Extension Services at Iowa State University.",RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Story County,http://id.worldcat.org/fast/1221286,,,,,,,,,1 photograph,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,https://n2t.net/ark:/87292/w9z02r,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_81,IowaStateParks_81,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,,image/jpeg,multiple,,/objects/small/26-05-a_fitzsimmons_2102-001-001a_sm.jpg,/objects/thumbs/26-05-a_fitzsimmons_2102-001-001a_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks080,iowastateparks079,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_79,IowaStateParks_79,,,,image/tiff,26-05-a_fitzsimmons_2102-001-001a.jpg,26-05-a_fitzsimmons_2102-001-001a,image/jpeg,image,/objects/26-05-a_fitzsimmons_2102-001-001a.jpg,/objects/small/26-05-a_fitzsimmons_2102-001-001a_sm.jpg,/objects/thumbs/26-05-a_fitzsimmons_2102-001-001a_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks081,iowastateparks079,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_80,IowaStateParks_80,,,,image/tiff,26-05-a_fitzsimmons_2102-001-001b.jpg,26-05-a_fitzsimmons_2102-001-001b,image/jpeg,image,/objects/26-05-a_fitzsimmons_2102-001-001b.jpg,/objects/small/26-05-a_fitzsimmons_2102-001-001b_sm.jpg,/objects/thumbs/26-05-a_fitzsimmons_2102-001-001b_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
